"gameid","url","league","split","date","week","game","patchno","playerid","side","position","player","team","champion","ban1","ban2","ban3","ban4","ban5","gamelength","result","k","d","a","teamkills","teamdeaths","doubles","triples","quadras","pentas","fb","fbassist","fbvictim","fbtime","kpm","okpm","ckpm","fd","fdtime","teamdragkills","oppdragkills","elementals","oppelementals","firedrakes","waterdrakes","earthdrakes","airdrakes","elders","oppelders","herald","heraldtime","ft","fttime","firstmidouter","firsttothreetowers","teamtowerkills","opptowerkills","fbaron","fbarontime","teambaronkills","oppbaronkills","dmgtochamps","dmgtochampsperminute","dmgshare","earnedgoldshare","wards","wpm","wardshare","wardkills","wcpm","visionwards","visionwardbuys","visiblewardclearrate","invisiblewardclearrate","totalgold","earnedgpm","goldspent","gspd","minionkills","monsterkills","monsterkillsownjungle","monsterkillsenemyjungle","cspm","goldat10","oppgoldat10","gdat10","goldat15","oppgoldat15","gdat15","xpat10","oppxpat10","xpdat10"
"1002360222","http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360222?gameHash=23ef49968b8fd580&tab=overview","WC","2017-W","43001.060671296","1.1","2","7.18","9","Red","ADC","Absolut","Team oNe Esports","Kog'Maw","Elise","Thresh","Syndra","Orianna","Jarvan IV","30.25","0","1","3","0","3","13","0","0","0","0","0","0","0","11.917666666667","0.033057851239669","0.099173553719008","0.52892561983471","0","11.57375","0","3","0","1","0","0","0","0","0","0","","","0","15.2525","0","0","0","10","0","26.847483333333","0","1","9021","298.21487603306","0.26980708838044","0.24756797020484","12","0.39669421487603","0.11111111111111","5","0.16528925619835","3","4"," "," ","10605","219.74214876033","10600","-0.074914869466515","274","5","5","0","9.2231404958678","3122","3214","-92","4977","4954","23","2904","3190","-286"
"1002360222","http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360222?gameHash=23ef49968b8fd580&tab=overview","WC","2017-W","43001.060671296","1.1","2","7.18","10","Red","Support","RedBert","Team oNe Esports","Morgana","Elise","Thresh","Syndra","Orianna","Jarvan IV","30.25","0","0","2","1","3","13","0","0","0","0","0","0","0","11.917666666667","0","0.033057851239669","0.52892561983471","0","11.57375","0","3","0","0","0","0","0","0","0","0","","","0","15.2525","0","0","0","10","0","26.847483333333","0","1","1799","59.471074380165","0.053805892029311","0.15993296089385","38","1.2561983471074","0.35185185185185","3","0.099173553719008","10","13"," "," ","8252","141.95702479339","7775","-0.065318818040435","37","0","0","0","1.2231404958678","2728","1997","731","4120","3134","986","2669","2452","217"
"1002360222","http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360222?gameHash=23ef49968b8fd580&tab=overview","WC","2017-W","43001.060671296","1.1","2","7.18","100","Blue","Team","Team","Cloud9"," ","Tristana","Sejuani","Kalista","Trundle","Dr. Mundo","30.25","1","13","3","33","13","3"," "," "," "," ","1","1","0","11.917666666667","0.4297520661157","0.099173553719008","0.52892561983471","1","11.57375","3","0","3","0","0","1","2","0","0","0","","","1","15.2525","1","1","10","0","1","26.847483333333","1","0","51176","1691.7685950413"," "," ","97","3.2066115702479","1","44","1.4545454545455","22","25","0.72222222222222","0.25","59391","1309.1570247934","51625","0.15104166666667","769","158","86","16","30.644628099174","14473","14240","233","23162","22175","987","18245","17058","1187"
"1002360222","http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360222?gameHash=23ef49968b8fd580&tab=overview","WC","2017-W","43001.060671296","1.1","2","7.18","200","Red","Team","Team","Team oNe Esports"," ","Elise","Thresh","Syndra","Orianna","Jarvan IV","30.25","0","3","13","5","3","13"," "," "," "," ","0","0","1","11.917666666667","0.099173553719008","0.4297520661157","0.52892561983471","0","11.57375","0","3","0","3","0","0","0","0","0","0","","","0","15.2525","0","0","0","10","0","26.847483333333","0","1","33435","1105.2892561983"," "," ","108","3.5702479338843","1","31","1.0247933884298","31","38","0.375","0.3013698630137","46639","887.60330578512","44375","-0.15104166666667","791","134","95","3","30.578512396694","14240","14473","-233","22175","23162","-987","17058","18245","-1187"
"1002360229","http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360229?gameHash=381d6033a496606e&tab=overview","WC","2017-W","43001.101134259","1.1","3","7.18","1","Blue","Top","PvPStejos","Gambit Esports","Camille","Lucian","Galio","Alistar","Syndra","LeBlanc","33.383333333333","0","0","3","1","2","14","0","0","0","0","0","0","0","6.1045666666667","0","0.059910134797803","0.47928107838243","0","12.22495","0","3","0","1","0","0","0","0","0","0","0","","0","14.654066666667","0","0","1","10","0","29.6128","0","1","8555","256.2656015976","0.21968004519426","0.22376114131958","15","0.44932601098352","0.11904761904762","2","0.059910134797803","1","1"," "," ","10728","191.31342985522","10308","-0.21436923476679","267","22","5","0","8.6570144782826","3075","3048","27","4335","4639","-304","4365","4669","-304"
"1002360229","http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360229?gameHash=381d6033a496606e&tab=overview","WC","2017-W","43001.101134259","1.1","3","7.18","2","Blue","Jungle","Diamondprox","Gambit Esports","Gragas","Lucian","Galio","Alistar","Syndra","LeBlanc","33.383333333333","0","1","3","1","2","14","0","0","0","0","0","0","0","6.1045666666667","0.029955067398902","0.059910134797803","0.47928107838243","0","12.22495","0","3","0","2","0","0","0","0","0","0","0","","0","14.654066666667","0","0","1","10","0","29.6128","0","1","6442","192.97054418372","0.16542125670852","0.19349038623241","37","1.1083374937594","0.29365079365079","7","0.20968547179231","10","10"," "," ","9864","165.43225162257","9900","-0.058823529411765","18","142","102","4","4.7928107838243","2891","3207","-316","4318","4622","-304","3180","3081","99"
"1002360229","http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360229?gameHash=381d6033a496606e&tab=overview","WC","2017-W","43001.101134259","1.1","3","7.18","3","Blue","Middle","Kira","Gambit Esports","Ryze","Lucian","Galio","Alistar","Syndra","LeBlanc","33.383333333333","0","0","2","2","2","14","0","0","0","0","0","0","0","6.1045666666667","0","0.14977533699451","0.47928107838243","0","12.22495","0","3","0","0","0","0","0","0","0","0","0","","0","14.654066666667","0","0","1","10","0","29.6128","0","1","7559","226.4303544683","0.19410420357959","0.24289057682606","22","0.65901148277584","0.17460317460317","14","0.41937094358462","9","11"," "," ","11274","207.66889665502","11225","-0.19497487437186","283","9","3","2","8.7468796804793","3251","3432","-181","5029","5605","-576","4626","4917","-291"
"1002360229","http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360229?gameHash=381d6033a496606e&tab=overview","WC","2017-W","43001.101134259","1.1","3","7.18","4","Blue","ADC","Blasting","Gambit Esports","Xayah","Lucian","Galio","Alistar","Syndra","LeBlanc","33.383333333333","0","1","3","1","2","14","0","0","0","0","0","0","1","6.1045666666667","0.029955067398902","0.14977533699451","0.47928107838243","0","12.22495","0","3","0","0","0","0","0","0","0","0","0","","0","14.654066666667","0","0","1","10","0","29.6128","0","1","13094","392.23165252122","0.33623501014303","0.24432703626885","13","0.38941587618572","0.1031746031746","7","0.20968547179231","3","3"," "," ","11315","208.89705441837","11325","-0.18981018981019","293","0","0","0","8.7768347478782","3049","2901","148","4655","5331","-676","3099","3103","-4"
"1002360229","http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360229?gameHash=381d6033a496606e&tab=overview","WC","2017-W","43001.101134259","1.1","3","7.18","5","Blue","Support","EDward","Gambit Esports","Rakan","Lucian","Galio","Alistar","Syndra","LeBlanc","33.383333333333","0","0","3","1","2","14","0","0","0","0","0","0","0","6.1045666666667","0","0","0.47928107838243","0","12.22495","0","3","0","0","0","0","0","0","0","0","0","","0","14.654066666667","0","0","1","10","0","29.6128","0","1","3293","98.642036944583","0.084559484374599","0.095530859353103","39","1.1682476285572","0.30952380952381","12","0.35946080878682","14","16"," "," ","7068","81.677883175237","6800","-0.21639344262295","23","2","2","0","0.74887668497254","2072","2152","-80","3052","3385","-333","3069","2691","378"
"1002360229","http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360229?gameHash=381d6033a496606e&tab=overview","WC","2017-W","43001.101134259","1.1","3","7.18","6","Red","Top","Jirall","Lyon Gaming","Jax","Sejuani","Cassiopeia","Kalista","Kayn","Anivia","33.383333333333","1","2","1","5","14","2","0","0","0","0","0","0","0","6.1045666666667","0.059910134797803","0","0.47928107838243","0","12.22495","3","0","1","0","0","0","0","1","0","0","1","","1","14.654066666667","1","1","10","1","1","29.6128","1","0","11532","345.44183724413","0.19474137494301","0.21448789691375","16","0.47928107838243","0.13114754098361","4","0.11982026959561","2","2"," "," ","13686","279.92051922117","12783","0.21436923476679","274","29","8","10","9.0763854218672","3048","3075","-27","4639","4335","304","4669","4365","304"
